date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
11/15/19 13:06,OLBGIRI,AppleTV,0,0,1,i still cant believe this movie is in tiff (?) and jada was one of the producers :/,,,,1.19533E+18,https://twitter.com/OLBGIRI/status/1195327174175145985
11/14/19 23:13,palestinhx,AppleTV,1,0,0,Muito original a garota mulçumana retirar o hijab pelo amor de um cara branco. ,,,,1.19512E+18,https://twitter.com/palestinhx/status/1195117643826696193
11/14/19 15:11,HangryHabibi,AppleTV,0,0,0,@jadapsmith stop trying to fit Muslims into your narrative. Maybe next time cast an actual Muslim as the actress and they can show you that we don’t believe in white saviors,,@jadapsmith,,1.195E+18,https://twitter.com/HangryHabibi/status/1194996206423937024
11/14/19 14:18,neptoonie,AppleTV,0,0,1,bless shows like hala who teach me my sole goal and reason for existence is white boys and white boys alone ,,,,1.19498E+18,https://twitter.com/neptoonie/status/1194983043875950593
11/14/19 9:20,ShinAHatchi,AppleTV,0,0,0,Cuckolding 100,,,,1.19491E+18,https://twitter.com/ShinAHatchi/status/1194908039742132224
11/13/19 9:07,ikonicblackjack,AppleTV,0,0,0,"Definitely never watching this as this misrepresents Muslim women. It feeds into the stereotype where Muslim women are oppressed and need a guy from a different background to come and ""save them"". Its honestly tiring to see the same crap again and again.",,,,1.19454E+18,https://twitter.com/ikonicblackjack/status/1194542409226563584
11/13/19 7:56,fizzaaat,AppleTV,1,0,2,IM SORRY I KNOW WE STOPPED TALKING ABOUT THIS BUT JADA PINKETT SMITH WAS THE EXECUTIVE PRODUCER ??? EXCUSE ME???????!?,,,,1.19452E+18,https://twitter.com/fizzaaat/status/1194524456208613376
11/13/19 6:42,no_jams_hijabi,AppleTV,0,0,1,"When are we gonna make others under stand that Muslim women, with or with out hijab, are not always oppressed by their families because of religion, & don't need a guy (white in this case) to save her!!",,,,1.19451E+18,https://twitter.com/no_jams_hijabi/status/1194505868110434304
11/13/19 6:13,ymn_emd,AppleTV,0,0,2,"I know I got Apple TV free for a whole year, but how do I cancel that shit? smh @AppleTV",,@AppleTV,,1.1945E+18,https://twitter.com/ymn_emd/status/1194498593375346689
11/13/19 2:31,sefatfatema,,0,0,0,"when every western movie/show about a Muslim women is about her falling in love with a white guy, instead her becoming a strong independent women with an amazing job, like grow tf up @AppleTV https://twitter.com/AppleTV/status/1191762097740419077",,@AppleTV,,1.19444E+18,https://twitter.com/sefatfatema/status/1194442579292676096
11/13/19 0:27,Marx907,AppleTV,1,8,27,Ima make a show called Ahmed and he just gonna fuck white women the whole time,,,,1.19441E+18,https://twitter.com/Marx907/status/1194411452435701761
11/12/19 21:36,itsghousu99,AppleTV,0,0,0,"It Seems very interesting. ""Wonderfully insightful"" #HalaMovie",,,#HalaMovie,1.19437E+18,https://twitter.com/itsghousu99/status/1194368333782622214
11/12/19 20:32,thickzoro,AppleTV,0,4,16,"this is so strong, somebody show this to my conservative family and everybody who is calling this stereotyping, you are very lucky to be blessed by good mindset parents",,,,1.19435E+18,https://twitter.com/thickzoro/status/1194352331808235520
11/12/19 10:48,muzmatch,AppleTV,1,0,3,"In light of the social media backlash of the #HalaMovie trailer, we’ve been thinking about why authentic muslim relationships are scarcely shown on the big screen. Can you think of a movie that has successfully shown the complexities of Muslims in love? Comment below. ",,,#HalaMovie,1.19421E+18,https://twitter.com/muzmatch/status/1194205362460729345
11/12/19 7:35,SyedUbaid1995,AppleTV,0,0,0,"Just watched this shit, @AppleTV try with sikh or hindu traditions and then we will see.",,@AppleTV,,1.19416E+18,https://twitter.com/SyedUbaid1995/status/1194156688972091392
11/12/19 5:07,indihryn,AppleTV,0,0,0,trnyt bnyk cons nya,,,,1.19412E+18,https://twitter.com/indihryn/status/1194119471889207296
11/12/19 4:47,indihryn,AppleTV,0,0,0,woahhh ,,,,1.19411E+18,https://twitter.com/indihryn/status/1194114504868519937
11/12/19 4:40,mdzulkar9,AppleTV,0,1,5,I keep seeing how people think this “Muslim girl does not need saving.” but there are a lot of girls actually go through this struggle. Some accept their religion as a way of life but some feel trapped by their parents - everyone’s got a different story to tell.,,,,1.19411E+18,https://twitter.com/mdzulkar9/status/1194112690379280384
11/12/19 4:01,sifthebad,AppleTV,0,0,1,"not watching a movie vilifying islam and portraying a lil white boy as a savior figure. fuck that, this is how white people view muslims, they think our religion is an inconvenience to us, when it really protects us.",,,,1.1941E+18,https://twitter.com/sifthebad/status/1194102871094104072
11/11/19 22:41,AReminder0,AppleTV,5,25,140,Are you purposefully trying to say that the only way a hijabi can be accepted in society is if she is stripped of her religious values? Alhamdulillah I am confident that my sister's in islam are smarter than a cringey soap opera trying to defile muslim families and demonize them.,,,,1.19402E+18,https://twitter.com/AReminder0/status/1194022365614804993
11/11/19 22:13,zadjalisama,AppleTV,3,2,8,omg yay another movie where the Muslim girl is seen as oppressed and going through an identity crisis the representation ,,,,1.19402E+18,https://twitter.com/zadjalisama/status/1194015247658602500
11/11/19 21:52,HalaZadjali,AppleTV,0,0,5,"as a Hala, im so embarrassed",,,,1.19401E+18,https://twitter.com/HalaZadjali/status/1194010096638025729
11/11/19 17:37,dadygucci4,AppleTV,0,0,3,sorry mom kyle said ill only be able to olly if i removed the hijab,,,,1.19395E+18,https://twitter.com/dadygucci4/status/1193945789430665218
11/11/19 17:31,DEKSTR8,mattatmattatmat,1,0,0,"That was just an example. But a lot more can be explored by the characters mannerisms, traits, things that show why that character unique. I think the easiest way to see whether or not your story has ""forced diversity"" is with its reception. E.g.",,,,1.19394E+18,https://twitter.com/DEKSTR8/status/1193944376830914560
11/11/19 17:25,ThisIsBeann,AppleTV,0,0,0,IM DONE W/ THIS SHIT !!!,,,,1.19394E+18,https://twitter.com/ThisIsBeann/status/1193942716876574720
11/11/19 12:55,dame_mercury,kelsiedarko,0,0,0,Written by a girl from a Muslim background. Are the replies from Muslims a good look?,,,,1.19387E+18,https://twitter.com/dame_mercury/status/1193874865251635200
11/11/19 11:52,tailorcontents,,0,21,20,"애플TV+ 트레일러. 파키스탄계 미국인 10대 할라는 자신의 꿈과 종교, 문화적 의무가 충돌하는 과정과 가족의 오랜 비밀이 드러나는 사건을 경험하며 성장한다. 제랄딘 비스와나탄 주연, 민할 바이그 감독 작품. 선댄스영화제 초청작. 12월 6일 공개.",,,,1.19386E+18,https://twitter.com/tailorcontents/status/1193859097352736769
11/11/19 5:52,Sacajawea_12,AppleTV,0,0,0,Cadaanka iska illali sis ,,,,1.19377E+18,https://twitter.com/Sacajawea_12/status/1193768384284024832
11/11/19 4:05,palikid_jpg,AppleTV,0,0,2,"yeah hi, real quick, y is it every time a hijabi has a coming of age story it’s centered around falling for some alternative white boy. don’t use the hijab for ur weird fantasy, it’s not cute.",,,,1.19374E+18,https://twitter.com/palikid_jpg/status/1193741549634564096
11/11/19 3:29,SidiqJ3,AppleTV,1,4,16,"Honestly, I only blame Muslims for participating in such ignorant shows that clearly misrepresent their religion.",,,,1.19373E+18,https://twitter.com/SidiqJ3/status/1193732401610067968
11/11/19 1:37,marhabayakhay,AppleTV,1,0,2,This is painful to watch.,,,,1.1937E+18,https://twitter.com/marhabayakhay/status/1193704272095010817
11/10/19 23:52,131inyourarea,,1,0,0,Fellow moots. Have you seen this cringy movie trailer? I'm out ,,,,1.19368E+18,https://twitter.com/131inyourarea/status/1193677962958258176
11/10/19 23:24,aneela__,AppleTV,0,0,3,love how this stupid ass movie is gonna reinforce the ‘oppressed’ image people have on hijabis... i’m sorry if i was gonna be haram like this it wouldn’t be for some ratty white boy who doesn’t wash his ass ,,,,1.19367E+18,https://twitter.com/aneela__/status/1193670905903357952
11/10/19 21:09,Mzy786,AppleTV,0,0,1,Which ex-Muslim created this? ,,,,1.19364E+18,https://twitter.com/Mzy786/status/1193636787538804742
11/10/19 14:30,itsdidibitches,,0,1,1, https://twitter.com/AppleTV/status/1191762097740419077,,,,1.19354E+18,https://twitter.com/itsdidibitches/status/1193536508533321729
11/10/19 14:28,la2noyes,AppleTV,1,0,0,"I’m so tired, you know like the most tired person on the planet? I’m more tired than them",,,,1.19354E+18,https://twitter.com/la2noyes/status/1193535874912473088
11/10/19 13:53,alaalzx,AppleTV,0,0,0,When muslim women said they wanted more representation they didn’t mean this headassery,,,,1.19353E+18,https://twitter.com/alaalzx/status/1193527099203690497
11/10/19 12:39,cudimepie,AppleTV,1,0,0,"sure there's discrimination in some parts of the world when you have your hijab on. you look different. you stand out and become a target. but you CANNOT deny that in many muslim majority ""communities"", NOT wearing the hijab is what makes you become the target of bullying.",,,,1.19351E+18,https://twitter.com/cudimepie/status/1193508481078157312
11/10/19 12:38,Samar_Yehya,AppleTV,0,0,1,a Muslim teenager’s who struggles growing up in America!! I think it will be fabulous.,,,,1.19351E+18,https://twitter.com/Samar_Yehya/status/1193508339768012803
11/10/19 12:26,_Motorbreath_,AppleTV,0,0,0,"The angry comments from muslims on this trailer, offended because ""it misrepresents islam as oppressive for women"" Dude is not Apple, its your religion, you know this, we all do. Stop acting surprised and offended, everybody can see through your bs ",,,,1.19351E+18,https://twitter.com/_Motorbreath_/status/1193505265691320320
11/10/19 6:36,dontbeaware,AppleTV,0,0,0,Congrats @AppleTV for Hala.,,@AppleTV,,1.19342E+18,https://twitter.com/dontbeaware/status/1193417150322495488
11/10/19 3:54,daryn_osm,AppleTV,2,0,0,Are these the new Nadia and Guzman but with a better plot,,,,1.19338E+18,https://twitter.com/daryn_osm/status/1193376353674027009
11/10/19 2:54,egyptianyute,AppleTV,1,0,0,"There are so many things wrong with this, but I will never understand why media keeps trying to send the message that Muslim girls want non Muslim white men. It’s bad enough we have to deal with misogyny, we don’t want to deal with misogyny, racism AND islamophobia",,,,1.19336E+18,https://twitter.com/egyptianyute/status/1193361250413162496
11/10/19 0:05,rehdax,AppleTV,0,0,0,stop romanticising Muslim women being ‘saved’ by non muslim white men lol it’s clearly a fetish for you lot at this point,,,,1.19332E+18,https://twitter.com/rehdax/status/1193318610552446977
11/9/19 18:43,maiakhaled3,AppleTV,0,0,1,This pissed me off not every hijabi wants to fall in love with a white boy and is oppressed,,,,1.19324E+18,https://twitter.com/maiakhaled3/status/1193237779519549440
11/9/19 18:13,xoclassychanel,AppleTV,1,0,1,Ew I am so tired of this “Muslim girl is oppressed and sad and needs to be saved” narrative. Why is Jada Pinkett Smith apart of this?,,,,1.19323E+18,https://twitter.com/xoclassychanel/status/1193230264354426880
11/9/19 17:14,percyismyiratze,AppleTV,0,0,0,Ma stiamo scherzando? ,,,,1.19322E+18,https://twitter.com/percyismyiratze/status/1193215191560970240
11/9/19 16:54,MooDiGfx,AppleTV,0,0,0,Noice choice apple To kick off after see,,,,1.19321E+18,https://twitter.com/MooDiGfx/status/1193210150267559939
11/9/19 16:22,_hadeedbutt,AppleTV,0,0,1,"Yeah I'm done with this narrative now. ""Muslim girl feels trapped in her religion, wants to be with a white dude, Islam is hard etc"" Yo can we have Muslim driven narratives made by people who are actually proud of their faith instead of using it as antagonistic plot device???",,,,1.1932E+18,https://twitter.com/_hadeedbutt/status/1193202134071812096
11/9/19 14:22,sarabenzouaoui,AppleTV,0,0,1,Wrm maken ze altijd van die domme films over moslimas met white men,,,,1.19317E+18,https://twitter.com/sarabenzouaoui/status/1193171904066179072
11/9/19 14:10,AlMaarri1,AppleTV,6,79,231,"To all those Muslims commenting on this, saying is misrepresenting Muslim women. Stop pretending. You don't care about how people perceive Muslim women. You only care about how people perceive Islam.",,,,1.19317E+18,https://twitter.com/AlMaarri1/status/1193169074630615040
11/9/19 14:08,Zeinab_shaareef,AppleTV,0,0,1,واي.,,,,1.19317E+18,https://twitter.com/Zeinab_shaareef/status/1193168376731983875
11/9/19 12:57,zamybabey,AppleTV,0,1,1,i’m so sick of these movies about hijabis falling in love w/ some next white boy and taking off their hijab tryna fit in. not so ‘original’ anymore come on jada do better,,,,1.19315E+18,https://twitter.com/zamybabey/status/1193150535026786304
11/9/19 12:53,schatrath,AppleTV,0,0,0,Amazing. More power to #muslimwomen #filmmakers,,,#muslimwomen #filmmakers,1.19315E+18,https://twitter.com/schatrath/status/1193149728181108736
11/9/19 12:09,Cafegirl_,AppleTV,0,0,0,Oh wow yet another movie to show Muslims in a bad light! Yet another movie to show how hijab makes us opressed! and no not all desi girls who are brought up in western countries fall for the firangi guy ,,,,1.19314E+18,https://twitter.com/Cafegirl_/status/1193138477564481538
11/9/19 11:43,Mizannie2,AppleTV,0,0,0,WTF,,,,1.19313E+18,https://twitter.com/Mizannie2/status/1193131968180805633
11/9/19 10:26,wheeinismybaby,AppleTV,1,0,8,Can't yall just let muslims alone! I'm Muslim & I do everything by my own choice stop making us looks like we're being forced or somn. White ppl need to mind their own bussnies so everyone can live in peace.,,,,1.19311E+18,https://twitter.com/wheeinismybaby/status/1193112582623780864
11/9/19 9:35,appleismth,AppleTV,0,0,0,น่าดู! #HalaMovie ภาพยนตร์ที่ได้รับเลือกให้ฉายในเทศกาลภาพยนตร์ Sundance Film Festival และ Toronto International Film Festival ปีนี้ ติดตามนักเรียนมัธยมปลายที่พบอุปสรรคในการหาจุดสมดุลระหว่างชีวิตวัยรุ่นย่านชานเมืองกับการถูกเลี้ยงดูมาแบบมุสลิมที่เคร่งครัดของเธอ 6 ธค นี้ที่ #AppleTV,,,#HalaMovie #AppleTV,1.1931E+18,https://twitter.com/appleismth/status/1193099710413729792
11/9/19 8:35,Its_Zahira,AppleTV,0,0,0,Is she praying like that? Let me assume she’s just sitting on the mat,,,,1.19308E+18,https://twitter.com/Its_Zahira/status/1193084679542448129
11/9/19 7:15,zahrahb,AppleTV,13,6,96,اپل تی وی و فیلمی ضد حجاب! پیام فیلم هم متن ساده هست! حجاب دختر مسلمان ظلمه و اگه میخواید ازش خلاص بشید ساده است خب، با یه پسر سفید پوست، مو بور و چشم آبی دوستی بشید که از این ظلمها رهایی تون بده!,,,,1.19306E+18,https://twitter.com/zahrahb/status/1193064432777211904
11/9/19 6:35,ayahhdn,AppleTV,0,0,0,"A percentage of Muslim parents are strict, just like Catholic families. Muslim parents want their daughters to stay clean for their {arranged} husband. this is why many women don’t want to marry in the culture. If u have parents that let u hang with the opposite gender, be lucky",,,,1.19305E+18,https://twitter.com/ayahhdn/status/1193054543900225537
11/9/19 4:36,maishajs,AppleTV,0,0,2,who da fuck asked for this,,,,1.19302E+18,https://twitter.com/maishajs/status/1193024529171398656
11/9/19 4:08,Kashmirology,AppleTV,3,0,15,"This is where the Orientalist project works with a three-fold image in mind: Brown, woman and Muslim.",,,,1.19302E+18,https://twitter.com/Kashmirology/status/1193017586398769152
11/9/19 3:59,jikookdiors,AppleTV,0,0,1,Nah I’m sick of this of bs,,,,1.19302E+18,https://twitter.com/jikookdiors/status/1193015321050918912
11/9/19 3:58,tabakhmaaz_stan,AppleTV,0,0,1,"This has been directed by Minhal Baig, she's also written Hulu's ""Ramy"". Considering how good Ramy was in breaking stereotypes against muslims I'm hoping for a similar thing in ""Hala"", but the trailer reeks of typical white men judgement of muslim women.",,,,1.19301E+18,https://twitter.com/tabakhmaaz_stan/status/1193014945673359360
11/9/19 2:22,badestkarma,AppleTV,0,0,0,A show justifying terrorism.,,,,1.19299E+18,https://twitter.com/badestkarma/status/1192990732077789184
11/9/19 1:59,irinswinterbear,AppleTV,0,0,2,"Stop portraying muslim women as oppressed bcs we are not, we don't need anyone that's not Muslim to assume about our religion, we don't need anyone to save us from your so called oppression that only exist in your world",,,,1.19299E+18,https://twitter.com/irinswinterbear/status/1192985083172442113
11/9/19 0:47,kadijthegreat,AppleTV,0,1,1,"I'm tired of yall always having these white boys try and ""save"" the Muslim girls. It's ugly and rinsed out.",,,,1.19297E+18,https://twitter.com/kadijthegreat/status/1192966872788025345
11/9/19 0:41,yummmmna,AppleTV,0,2,15,So what we’re not gonna do is have another movie about an “oppressed” hijabi who needs to fall in love with a white boy to be liberated and find fulfillment in her life. This is not representation of Muslim women and Hijabis. Do better @AppleTV,,@AppleTV,,1.19297E+18,https://twitter.com/yummmmna/status/1192965479461244928
11/8/19 23:45,hanlangs,AppleTV,0,0,1,"yeah some Muslim girls are oppressed and forced to wear hijab and act in certain ways but the repetitiveness of these shows makes it look like a matter of fact so, fuck you for that",,,,1.19295E+18,https://twitter.com/hanlangs/status/1192951269637255169
11/8/19 23:41,SimonesFiasco,AppleTV,0,0,0,...is it everyday?,,,,1.19295E+18,https://twitter.com/SimonesFiasco/status/1192950394500071424
11/8/19 23:30,fadumaomar8,AppleTV,0,0,0,THROW AWAY APPLE TV,,,,1.19295E+18,https://twitter.com/fadumaomar8/status/1192947435733225472
11/8/19 23:15,malzywalzyy,AppleTV,0,10,16,Why can’t @AppleTV make it clear that these ‘oppressive’ circumstances may come from some family values that have NOTHING to do with islam and is just about personal upbringing- and can happen to anyone?? The fact that the protagonist is a hijabi muslim is clearly no accident.,,@AppleTV,,1.19294E+18,https://twitter.com/malzywalzyy/status/1192943772444905472
11/8/19 23:04,brooklynmike21,AppleTV,0,0,1,"A Muslim woman creates a film and alot of ""woke"" ppl and radical muslims are upset. Dear God ppl are stupid. #HalaMovie",,,#HalaMovie,1.19294E+18,https://twitter.com/brooklynmike21/status/1192941072764276738
11/8/19 22:18,noor_r4him,AppleTV,0,0,0,How disappointing to see @jadapsmith named as the Executive Producer for such an ignorant film. I expected better.,,@jadapsmith,,1.19293E+18,https://twitter.com/noor_r4him/status/1192929530996023297
11/8/19 22:16,MaaretRahkonen,AppleTV,0,0,0,"Many Muslims are angry about this movie. They thought a white guy is ""saving"" a Muslim girl in it. The script writer didn´t say her story is about anyone saving the girl. The girl is an active, sexually awakening individual. She happens to like a white boy, which should be ok.",,,,1.19293E+18,https://twitter.com/MaaretRahkonen/status/1192928897446432768
11/8/19 22:12,ctrIdio,AppleTV,0,0,0,here we go again w the oppressed hijabi and white savior trope,,,,1.19293E+18,https://twitter.com/ctrIdio/status/1192927893560659968
11/8/19 22:04,kashmirichaixd,AppleTV,0,0,5,time to shine “twitter for android” ppl,,,,1.19293E+18,https://twitter.com/kashmirichaixd/status/1192925968547102720
11/8/19 21:38,anisakhalifa_,AppleTV,0,1,6,"Do stories like this resonate for some? Sure. But when Oppressed Hijabi in Need of White Boy becomes the ONLY trope representing visibly Muslim women, it reflects a larger truth about what kind of stories get greenlit & the narrative they serve. And it affects our real lives.",,,,1.19292E+18,https://twitter.com/anisakhalifa_/status/1192919333607002112
11/8/19 20:53,ahmecheetahh,,0,0,6,Lmao wtf? https://twitter.com/AppleTV/status/1191762097740419077,,,,1.19291E+18,https://twitter.com/ahmecheetahh/status/1192908115827552256
11/8/19 20:51,w_17_01,AppleTV,0,0,6,This is so funny it's sad,,,,1.19291E+18,https://twitter.com/w_17_01/status/1192907557297426432
11/8/19 20:41,Usmoneyy,AppleTV,1,0,1,Yea my kids gon be watching the wall growin up,,,,1.1929E+18,https://twitter.com/Usmoneyy/status/1192904969374056449
11/8/19 20:12,CHERIEGUK,AppleTV,0,0,1,I'm sick of these Fr,,,,1.1929E+18,https://twitter.com/CHERIEGUK/status/1192897598111260673
11/8/19 19:53,xxhabibti,AppleTV,0,0,0,First hijabis are underrepresented and when we do get some coverage in the media it’s misrepresented! ,,,,1.19289E+18,https://twitter.com/xxhabibti/status/1192892871868895233
11/8/19 19:31,RazanAFarah,AppleTV,1,6,6,"الصورة النمطية في عالم الأفلام و السينما: 1/ البنات المسلمات مضطهدات 2/ نفسهم يحبوا ولد؟ 3/لازم الأب و الأم يكونوا حازمين و ما متفاهمين+ الاكسنت طبعا شي اساسي 4/الرجل الأبيض""كالعادة المعتادة"" منقذها و مرشدها للحرية خخ",,,,1.19289E+18,https://twitter.com/RazanAFarah/status/1192887317100449793
11/8/19 19:03,ob_josie,AppleTV,1,0,1,I want yt ppl to stop making films.,,,,1.19288E+18,https://twitter.com/ob_josie/status/1192880458566164480
11/8/19 18:48,mxmxtara,AppleTV,0,0,1,I get so annoyed at films/programmes like these... which perpetuate the idea that white males are the saviours???,,,,1.19288E+18,https://twitter.com/mxmxtara/status/1192876508664287232
11/8/19 18:19,dame_mercury,AppleTV,1,0,4,"It's very important to realize that all the mad/offended people in the replies are not Salafis or Islamists. They're ""liberal"" Muslims, ""progressives"". Yet a brown girl makes a film about a struggling Muslim teen and they play a different tune #HalaMovie",,,#HalaMovie,1.19287E+18,https://twitter.com/dame_mercury/status/1192869167906611207
11/8/19 17:50,BrownParisian2,AppleTV,0,0,0,*yawns*,,,,1.19286E+18,https://twitter.com/BrownParisian2/status/1192861962926989312
11/8/19 17:49,nvimmy,AppleTV,0,0,1,no one asked for this?,,,,1.19286E+18,https://twitter.com/nvimmy/status/1192861621334487045
11/8/19 17:18,Saveen99C,AppleTV,0,0,0,Its actually a representation of our reality that the majority of Muslims don’t accept !!!,,,,1.19285E+18,https://twitter.com/Saveen99C/status/1192853816993099776
11/8/19 17:06,nickgurrrr,AppleTV,3,0,13,I just wanna know when are we gonna get some black Muslims??,,,,1.19285E+18,https://twitter.com/nickgurrrr/status/1192851002464096256
11/8/19 16:23,swaggistani,AppleTV,1,0,1,Honestly fucking tired of seeing shit like this.,,,,1.19284E+18,https://twitter.com/swaggistani/status/1192840092781551616
11/8/19 16:18,fatin_fatiha98,AppleTV,0,0,0,Apple do this how Samsung ? ,,,,1.19284E+18,https://twitter.com/fatin_fatiha98/status/1192838706576543744
11/8/19 16:05,shangali_eng,AppleTV,1,0,1,"@jadapsmith with this ""bullshit"" you directed, as a fan of you and #redtabletalk I'm deeply disappointed and angered at the same time.",,@jadapsmith,#redtabletalk,1.19284E+18,https://twitter.com/shangali_eng/status/1192835662724173824
11/8/19 15:58,hey_iamrocky,AppleTV,0,0,0,"Menuda puta mierda y xk se pone el pañuelo súper enrollado en el cuello??,me he agobiao hasta yo",,,,1.19283E+18,https://twitter.com/hey_iamrocky/status/1192833732815835136
11/8/19 15:48,_k_bo,AppleTV,0,0,0,Diaspora Muslims pretending every Muslim family is are accepting and liberal and that Muslim women are never oppressed is sending me,,,,1.19283E+18,https://twitter.com/_k_bo/status/1192831307316895744
11/8/19 15:31,n_cxc1,AppleTV,0,0,0,We dont want it,,,,1.19283E+18,https://twitter.com/n_cxc1/status/1192826994469326849
11/8/19 15:30,mohsinsahmed,AppleTV,0,0,1,This is a big L for Apple I am switching to android,,,,1.19283E+18,https://twitter.com/mohsinsahmed/status/1192826697823006721
11/8/19 15:12,jmmeey,AppleTV,0,0,0,Cannot wait for this,,,,1.19282E+18,https://twitter.com/jmmeey/status/1192822328322854912
11/8/19 15:11,ForteLibre,AppleTV,0,0,0,True story airing on Apple TV. The director is a Muslim woman btw. However look how hateful the comments are when a diabolical cult deeds gets exposed. They feel threatened when you expose them.,,,,1.19282E+18,https://twitter.com/ForteLibre/status/1192822054267113473
11/8/19 14:45,ayatxibrahim,AppleTV,2,1,12,"Can y’all stop with the Muslim girl needs white boy to save her from her toxic religion, this shit getting boring",,,,1.19282E+18,https://twitter.com/ayatxibrahim/status/1192815291371261952
11/8/19 14:39,RayJeem,AppleTV,1,0,0,Yaar kuch naya angle lao. How many times will we see this same bakwas There's SO much more to Muslim women than our clothes and religion and wishes for white boy saviours #AppleTV #Hala,,,#AppleTV #Hala,1.19281E+18,https://twitter.com/RayJeem/status/1192814002704912384
11/8/19 14:26,maslowick,AppleTV,1,0,1,(THREAD) i don’t think there’s anything wrong with making a movie about a muslim girl who is struggling with feeling connected to her faith/culture and not being able to see eye-to-eye with her parents because they grew up in a different environment than her and view the world-,,,,1.19281E+18,https://twitter.com/maslowick/status/1192810742937993219
11/8/19 14:13,ohseherish,AppleTV,0,3,11,"a better idea for this colonial bullshit: she becomes a professional skater, making her parents proud and inspiring other women, the end.",,,,1.19281E+18,https://twitter.com/ohseherish/status/1192807473356382209
11/8/19 14:02,starIisaa,,0,0,0, https://twitter.com/AppleTV/status/1191762097740419077,,,,1.1928E+18,https://twitter.com/starIisaa/status/1192804532633427970
11/8/19 14:01,Aya_Sabi,AppleTV,0,0,20,"Dit is wat me schrijvend houdt. Dat ik ooit andere verhalen kan vertellen die vaker voorkomen en realistischer zijn, waarin moslima's zich echt (willen) herkennen en die de mainstream misschien niet interessant genoeg vindt, maar ik schrijf dan ook niet voor hen dus who cares.",,,,1.1928E+18,https://twitter.com/Aya_Sabi/status/1192804391889375232
11/8/19 13:41,florblancass,AppleTV,1,0,0,hijab is not even penghalang to do something u minat. dumb,,,,1.1928E+18,https://twitter.com/florblancass/status/1192799327216783361
